編號,歌手/團體名稱,類別標籤,別名/譯名,相關團體,合唱組合,歌庫已收錄曲數
618,潘瑋柏+黃旭+肖恩恩,Solo / Group,,,,0
619,羅大佑,Solo / Group,,,,0
620,王識賢,Solo / Group,,,,0
621,隊長+黃禮格,Solo / Group,,,,0
622,盧子杰+屁孩 RYAN+柯政宏,Solo / Group,,,,0
623,楊家成,Solo / Group,,,,0
624,易桀齊,Solo / Group,,,,0
625,脫拉庫樂團,Solo / Group,,,,0
626,邰正宵,Solo / Group,,,,0
627,強辯樂團,Solo / Group,,,,0
628,閃閃閃閃,Solo / Group,,,,0
629,陳奕迅,Solo / Group,,,,0
630,猴子飛行員,Solo / Group,,,,0
631,Selina,Solo / Group,,,,0
632,馮瑋君,Solo / Group,,,,0
633,拾參樂團,Solo / Group,,,,0
634,圖騰,Solo / Group,,,,0
635,黃妃,Solo / Group,,,,0
636,徐皓程+陳全,Solo / Group,,,,0
637,美秀集團,Solo / Group,,,,0
638,Marz23,Solo / Group,,,,0
639,許鈞,Solo / Group,,,,0
640,蘇慧倫,Solo / Group,,,,0
641,施文彬,Solo / Group,,,,0
642,可米小子,Solo / Group,,,,0
643,Michael Learns To Rock,Solo / Group,,,,0
644,汪蘇瀧,Solo / Group,,,,0
645,Sinend O'connor,Solo / Group,,,,0
646,Mc HotDog+關彥淳,Solo / Group,,,,0
647,Aioz+Th-9,Solo / Group,,,,0
648,徐乃麟,Solo / Group,,,,0
649,徐懷鈺+U:NUS 高胥崴,Solo / Group,,,,0
650,李崗霖,Solo / Group,,,,0
651,張文綺,Solo / Group,,,,0
652,朱海君,Solo / Group,,,,0
653,吳瑭,Solo / Group,,,,0
654,彭羚,Solo / Group,,,,0
655,蘇慧倫+魏如萱,Solo / Group,,,,0
656,雷光夏,Solo / Group,,,,0
657,八三夭,Solo / Group,,,,0
658,プッチモニ,Solo / Group,,,,0
659,羅百吉,Solo / Group,,,,0
660,許富凱+血肉果汁機,Solo / Group,,,,0
661,飛輪海,Solo / Group,,,,0
662,4EVER,Solo / Group,,,,0
663,Jpm,Solo / Group,,,,0
664,周渝民,Solo / Group,,,,0
665,TRASH+于修,Solo / Group,,,,0
666,不靠譜組合+丁芙妮,Solo / Group,,,,0
667,呆呆破,Solo / Group,,,,0
668,蕭淑慎,Solo / Group,,,,0
669,劉若英+楊坤,Solo / Group,,,,0
670,蘋果姐姐,Solo / Group,,,,0
671,AKB48 Team TP,Solo / Group,,,,0
672,KU古曜威,Solo / Group,,,,0
673,琳誼+洋蔥,Solo / Group,,,,1
674,劉增瞳,Solo / Group,,,,0
675,壞胚子BAD MAN,Solo / Group,,,,0
676,Lou Bega,Solo / Group,,,,0
677,黃舒駿,Solo / Group,,,,0
678,阿肆,Solo / Group,,,,0
679,夾子電動大樂隊,Solo / Group,,,,0
680,Robynn & Kendy,Solo / Group,,,,0
681,郁可唯,Solo / Group,,,,0
682,鯊魚娃娃機,Solo / Group,,,,0
683,孫耀威,Solo / Group,,,,0
684,THE VERSE,Solo / Group,,,,0
685,潮州土狗,Solo / Group,,,,0
686,九九,Solo / Group,,,,0
687,朱安禹,Solo / Group,,,,2
688,李威,Solo / Group,,,,0
689,JumJum+鳥森,Solo / Group,,,,0
690,王ADEN,Solo / Group,,,,0
691,許茹芸,Solo / Group,,,,0
692,歐得洋,Solo / Group,,,,0
693,蘇星婕+王忻辰,Solo / Group,,,,0
694,大哲,Solo / Group,,,,0
695,唐雅明,Solo / Group,,,,0
696,超仁,Solo / Group,,,,0
697,本田美奈子,Solo / Group,,,,0
698,櫻桃幫,Solo / Group,,,,0
699,桃子,Solo / Group,,,,0
700,任賢齊,Solo / Group,,,,1
701,王ADEN+高爾宣OSN,Solo / Group,,,,0
702,許志安,Solo / Group,,,,0
703,林冠吟,Solo / Group,,,,0
704,夜貓組+李英宏,Solo / Group,,,,0
705,呂士軒,Solo / Group,,,,0
706,蕭閎仁,Solo / Group,,,,0
707,壞胚子 Bad man,Solo / Group,,,,0
708,郭富城,Solo / Group,,,,0
709,草屯囝仔+洋蔥,Solo / Group,,,,3
710,萬芳,Solo / Group,,,,0
711,車靜子,Solo / Group,,,,0
712,翼勢力+企鵝,Solo / Group,,,,0
713,毛鵬懿,Solo / Group,,,,0
714,何耀珊,Solo / Group,,,,0
715,謝霆鋒,Solo / Group,,,,0
716,王羚柔,Solo / Group,,,,0
717,鄭伊健,Solo / Group,,,,0
718,馬念先,Solo / Group,,,,0
719,The Clovers,Solo / Group,,,,0
720,王傑,Solo / Group,,,,0
721,許美靜,Solo / Group,,,,0
722,美聲四季,Solo / Group,,,,0
723,紀佳松,Solo / Group,,,,0
724,孫淑媚,Solo / Group,,,,0
725,陳雷,Solo / Group,,,,0
726,肖戰,Solo / Group,,,,0
727,阿良偉,Solo / Group,,,,0
728,朴樹,Solo / Group,,,,0
729,張羽偉,Solo / Group,,,,0
730,林隆璇,Solo / Group,,,,0
731,沈芳如,Solo / Group,,,,0
732,G5SH+李千娜,Solo / Group,,,,0
733,北原山貓,Solo / Group,,,,0
734,七月半 SevenFat,Solo / Group,,,,0
735,程jiajia,Solo / Group,,,,0
736,元氣 G-BOYS,Solo / Group,,,,0
737,賴富正,Solo / Group,,,,0
738,深白色二人組,Solo / Group,,,,0
739,芭比,Solo / Group,,,,0
740,鳳飛飛,Solo / Group,,,,0
741,李千娜,Solo / Group,,,,0
742,高明駿,Solo / Group,,,,0
743,艾蜜莉AMILI,Solo / Group,,,,0
744,卜學亮,Solo / Group,,,,0
745,高向鵬+方瑞娥,Solo / Group,,,,0
746,周傳雄,Solo / Group,,,,0
747,耳朵便利店,Solo / Group,,,,0
748,羅時豐,Solo / Group,,,,0
749,坣娜,Solo / Group,,,,0
750,柯以敏,Solo / Group,,,,0
751,安心亞,Solo / Group,,,,0
752,慕容曉曉,Solo / Group,,,,0
753,優客李林,Solo / Group,,,,0
754,譚晶,Solo / Group,,,,0
755,余天,Solo / Group,,,,0
756,陳祈信,Solo / Group,,,,0
757,杭天琪,Solo / Group,,,,0
758,梁文音,Solo / Group,,,,0
759,陳冠霖+秀蘭瑪雅,Solo / Group,,,,0
760,張宇,Solo / Group,,,,0
761,阿吉仔,Solo / Group,,,,0
762,陳默之,Solo / Group,,,,0
763,洪榮宏,Solo / Group,,,,0
764,黃仲崑,Solo / Group,,,,0
765,鄭少秋,Solo / Group,,,,0
766,M哥+半陽,Solo / Group,,,,0
767,林雨,Solo / Group,,,,0
768,李雅芳,Solo / Group,,,,0
769,劉信明+陳思安,Solo / Group,,,,0
770,吳俊宏,Solo / Group,,,,0
771,任賢齊+莫那,Solo / Group,,,,0
772,玟靈,Solo / Group,,,,0
773,方瑞娥,Solo / Group,,,,0
774,石榴精神,Solo / Group,,,,0
775,江蕙,Solo / Group,,,,0
776,于林真,Solo / Group,,,,0
777,郭桂彬,Solo / Group,,,,0
778,潘姵莉+蔡義德,Solo / Group,,,,0
779,en,Solo / Group,,,,0
780,莊淑君,Solo / Group,,,,0
781,詹曼鈴,Solo / Group,,,,0
782,飛魚,Solo / Group,,,,0
783,吳宗憲,Solo / Group,,,,0
784,甲子慧,Solo / Group,,,,0
785,失控樂團,Solo / Group,,,,0
786,管罄,Solo / Group,,,,0
787,陳淑萍,Solo / Group,,,,0
788,棉花糖,Solo / Group,,,,0
789,Sweety,Solo / Group,,,,0
790,王超然,Solo / Group,,,,0
791,魏佳藝,Solo / Group,,,,0
792,零一九零貳,Solo / Group,,,,0
793,蔡秋鳳,Solo / Group,,,,0
794,謝震廷+徐靖玟,Solo / Group,,,,0
795,康康,Solo / Group,,,,0
796,白光,Solo / Group,,,,0
797,辦桌二人組,Solo / Group,,,,0
798,周林楓,Solo / Group,,,,0
799,薛凱琪,Solo / Group,,,,0
800,王一佳,Solo / Group,,,,0
801,白冰冰,Solo / Group,,,,0
802,蕭淑慎+Spicy girl麻辣女生,Solo / Group,,,,0
803,亂彈阿翔,Solo / Group,,,,0
804,澎恰恰+李鑼+九孔+王中平,Solo / Group,,,,0
805,蛋堡,Solo / Group,,,,0
806,莫宰羊+Asiaboy 禁藥王+栗子+Gambler,Solo / Group,,,,0
807,信+KEITH STUART,Solo / Group,,,,0
808,七郎,Solo / Group,,,,0
809,吳青峰+大橋三重唱,Solo / Group,,,,1
810,張芸京,Solo / Group,,,,0
811,范瑋琪,Solo / Group,,,,0
812,羅志祥+楊丞琳,Solo / Group,,,,0
813,楊燕,Solo / Group,,,,0
814,王嘉爾,Solo / Group,,,,0
815,楊靜,Solo / Group,,,,0
816,1976,Solo / Group,,,,0
817,許哲珮,Solo / Group,,,,0
818,OVDS+陳惠婷,Solo / Group,,,,0
819,殘雪,Solo / Group,,,,0
820,張文綺+浩角翔起,Solo / Group,,,,0
821,螺絲釘,Solo / Group,,,,0
822,蔡佳麟,Solo / Group,,,,0
823,劉于平,Solo / Group,,,,0
824,王江發,Solo / Group,,,,0
825,張秀卿,Solo / Group,,,,0
826,海來阿木,Solo / Group,,,,0
827,林采緹,Solo / Group,,,,0
828,Kinki Kids,Solo / Group,,,,0
829,左左右右,Solo / Group,,,,0
830,吳克群+Kc左元傑,Solo / Group,,,,0
831,吳克群,Solo / Group,,,,0
832,鄭怡,Solo / Group,,,,0
833,楊千嬅,Solo / Group,,,,0
834,刀郎,Solo / Group,,,,0
835,張雷,Solo / Group,,,,0
836,廖語晴,Solo / Group,,,,0
837,林憶蓮,Solo / Group,,,,0
838,LBI利比,Solo / Group,,,,0
839,吳是閎,Solo / Group,,,,0
840,劉虹翎,Solo / Group,,,,0
841,張津滌,Solo / Group,,,,0
842,季彥霖+蘇琛,Solo / Group,,,,0
843,梁詠琪+古巨基,Solo / Group,,,,0
844,許晉豪,Solo / Group,,,,0
845,林為音,Solo / Group,,,,0
846,許佳慧,Solo / Group,,,,0
847,林志炫,Solo / Group,,,,0
848,李健達,Solo / Group,,,,0
849,黎明+陳慧嫻,Solo / Group,,,,0
850,蔡幸娟,Solo / Group,,,,0
851,玄子,Solo / Group,,,,0
852,楊小壯,Solo / Group,,,,1
853,袁婭維,Solo / Group,,,,0
854,游鴻明,Solo / Group,,,,0
855,羅文,Solo / Group,,,,0
856,原子邦妮,Solo / Group,,,,0
857,張婧,Solo / Group,,,,0
858,楊林,Solo / Group,,,,0
859,林俊賢,Solo / Group,,,,0
860,嘿人李逵Noisemakers+一小只TuTu,Solo / Group,,,,0
861,季彥霖,Solo / Group,,,,0
862,趙鑫,Solo / Group,,,,0
863,徐劍秋,Solo / Group,,,,0
864,星月組合,Solo / Group,,,,0
865,阿龍正罡,Solo / Group,,,,0
866,Dear Jane,Solo / Group,,,,0
867,椅子樂團,Solo / Group,,,,0
868,曾慶瑜,Solo / Group,,,,0
869,四個朋友,Solo / Group,,,,0
870,半陽,Solo / Group,,,,0
871,黃品源,Solo / Group,,,,0
872,吳家程,Solo / Group,,,,0
873,沈建豪,Solo / Group,,,,0
874,曹雅雯,Solo / Group,,,,0
875,楊烈,Solo / Group,,,,0
876,孫協志,Solo / Group,,,,0
877,余天龍,Solo / Group,,,,0
878,王樂達,Solo / Group,,,,0
879,黃思婷,Solo / Group,,,,0
880,謝雷+呂明銀,Solo / Group,,,,0
881,江惠儀,Solo / Group,,,,0
882,趙傳,Solo / Group,,,,0
883,浩角翔起,Solo / Group,,,,0
884,李代沫,Solo / Group,,,,0
885,Twins,Solo / Group,,,,0
886,王彩樺,Solo / Group,,,,0
887,張智霖,Solo / Group,,,,0
888,孫盛希,Solo / Group,,,,0
889,周治平,Solo / Group,,,,0
890,郭婷筠,Solo / Group,,,,0
891,湯旭,Solo / Group,,,,0
892,翁立友+黃思婷,Solo / Group,,,,0
893,澎恰恰,Solo / Group,,,,0
894,李愛綺,Solo / Group,,,,0
895,謝莉婷,Solo / Group,,,,0
896,七郎+黑面,Solo / Group,,,,0
897,劉嘉亮,Solo / Group,,,,0
898,血肉果汁機,Solo / Group,,,,0
899,連錦雄,Solo / Group,,,,0
900,零點樂隊,Solo / Group,,,,0
901,王瑞霞,Solo / Group,,,,0
902,pro,Solo / Group,,,,0
903,蔡麗津,Solo / Group,,,,0
904,巫啟賢,Solo / Group,,,,0
905,浪子龍飛,Solo / Group,,,,0
906,隔壁老樊,Solo / Group,,,,0
907,曾心梅,Solo / Group,,,,0
908,劉可以,Solo / Group,,,,0
909,慧嫻與薇倪,Solo / Group,,,,0
910,李克勤,Solo / Group,,,,0
911,葉蒨文,Solo / Group,,,,0
912,許巍,Solo / Group,,,,0
913,伊雪,Solo / Group,,,,0
914,鄺美雲,Solo / Group,,,,0
915,滅火器Fire Ex.,Solo / Group,,,,0
916,金子嫣+麥德羅,Solo / Group,,,,0
917,謝雷+謝小琪,Solo / Group,,,,0
918,林子娟,Solo / Group,,,,0
919,陳瑞,Solo / Group,,,,0
920,是火山o,Solo / Group,,,,0
921,上豪,Solo / Group,,,,0
922,林少緯,Solo / Group,,,,0
923,童安格,Solo / Group,,,,0
924,韋禮安+郭靜,Solo / Group,,,,0
925,陳百強+林姍姍,Solo / Group,,,,0
926,王澤科,Solo / Group,,,,0
927,浪花兄弟,Solo / Group,,,,0
928,藍又時,Solo / Group,,,,0
929,高暢,Solo / Group,,,,0
930,樂紅,Solo / Group,,,,0
931,向思悅,Solo / Group,,,,0
932,願願,Solo / Group,,,,0
933,宇宙人,Solo / Group,,,,0
934,張齊山,Solo / Group,,,,0
935,李碧華,Solo / Group,,,,0
936,陳勢安,Solo / Group,,,,0
937,楊小萍,Solo / Group,,,,0
938,陳小霞,Solo / Group,,,,0
939,小安,Solo / Group,,,,0
940,謝和弦,Solo / Group,,,,0
941,郭品超,Solo / Group,,,,0
942,1K,Solo / Group,,,,0
943,朱宇青,Solo / Group,,,,0
944,九姨太,Solo / Group,,,,0
945,黎明柔,Solo / Group,,,,0
946,阿悄,Solo / Group,,,,0
947,動力火車,Solo / Group,,,,0
948,趙又廷+Color,Solo / Group,,,,0
949,林宥嘉,Solo / Group,,,,0
950,LuLu黃路梓茵,Solo / Group,,,,0
951,櫻花姊妹,Solo / Group,,,,0
952,趙乃吉,Solo / Group,,,,0
953,小眼鑫,Solo / Group,,,,0
954,張瑤,Solo / Group,,,,0
955,周杰倫+杜國璋,Solo / Group,,,,1
956,張清芳,Solo / Group,,,,0
957,天蠍,Solo / Group,,,,0
958,張皓+林茜,Solo / Group,,,,0
959,許佳麟,Solo / Group,,,,0
960,李宓,Solo / Group,,,,0
961,于台煙,Solo / Group,,,,0
962,唐儷,Solo / Group,,,,0
963,阿桑,Solo / Group,,,,0
964,邱比,Solo / Group,,,,0
965,許藝娜,Solo / Group,,,,0
966,音樂鐵人,Solo / Group,,,,0
967,風采輪,Solo / Group,,,,0
968,羅文聰+關艾,Solo / Group,,,,0
969,單循,Solo / Group,,,,0
970,林俊吉+張艾莉,Solo / Group,,,,0
971,蔡義德+方千玉,Solo / Group,,,,0
972,葉歡+林煒+王美雪+張晨光,Solo / Group,,,,0
973,林俊吉+方千玉,Solo / Group,,,,0
974,陳茂豐,Solo / Group,,,,0
975,林姍,Solo / Group,,,,0
976,姜玉陽,Solo / Group,,,,0
977,詹雅雯,Solo / Group,,,,0
978,洪文斌+黃小菁,Solo / Group,,,,0
979,黃西田+白冰冰,Solo / Group,,,,0
980,楊哲+江惠儀,Solo / Group,,,,0
981,楊榮輝,Solo / Group,,,,0
982,海援隊,Solo / Group,,,,0
983,費玉清,Solo / Group,,,,0
984,張智霖+許秋怡,Solo / Group,,,,0
985,伊能靜,Solo / Group,,,,0
986,宋瑞梅,Solo / Group,,,,0
987,王玲,Solo / Group,,,,0
988,趙真,Solo / Group,,,,0
989,楊家雙胞胎,Solo / Group,,,,0
990,蘇打綠+PRISCILLA AHN,Solo / Group,,,,0
991,曹格+卓文萱,Solo / Group,,,,0
992,許富凱+張文綺,Solo / Group,,,,0
993,元嘉,Solo / Group,,,,0
994,蘇振華,Solo / Group,,,,0
995,伊格賽聽+狐妖,Solo / Group,,,,0
996,楊一歌,Solo / Group,,,,0
997,焦七七,Solo / Group,,,,0
998,日京江羽人,Solo / Group,,,,0
999,封茗囧菌,Solo / Group,,,,0
1000,霧島 昇+渡辺はま子,Solo / Group,,,,0
1001,林承光,Solo / Group,,,,0
1002,JS,Solo / Group,,,,0
1003,陳明章,Solo / Group,,,,0
1004,王中平,Solo / Group,,,,0
1005,田帥+戴梅君,Solo / Group,,,,0
1006,Peter老皮,Solo / Group,,,,0
1007,劉依純,Solo / Group,,,,0
1008,司夏,Solo / Group,,,,0
1009,庹宗華,Solo / Group,,,,0
1010,星爺+建德,Solo / Group,,,,0
1011,陳曉竹,Solo / Group,,,,0
1012,鄧麗君,Solo / Group,,,,0
1013,劉昱賢+小林玉置,Solo / Group,,,,0
1014,自從,Solo / Group,,,,0
1015,袁小迪+龍千玉,Solo / Group,,,,0
1016,自從+老皮,Solo / Group,,,,0
1017,程響,Solo / Group,,,,0
1018,曹雨航,Solo / Group,,,,0
1019,荒山亮+風采輪,Solo / Group,,,,0
1020,劉昱賢,Solo / Group,,,,0
1021,譚維維,Solo / Group,,,,0
1022,零壹九零貳,Solo / Group,,,,0
1023,莊振凱,Solo / Group,,,,0
1024,吳木,Solo / Group,,,,0
1025,袁小迪,Solo / Group,,,,0
1026,林濬揚,Solo / Group,,,,0
1027,葉麗儀,Solo / Group,,,,0
1028,草屯囝仔,Solo / Group,,,,0
1029,李學宸+龍千玉,Solo / Group,,,,0
1030,王俊傑,Solo / Group,,,,0
1031,潘秀瓊,Solo / Group,,,,0
1032,廖昌永,Solo / Group,,,,0
1033,三橋美智也,Solo / Group,,,,0
1034,海鳴威,Solo / Group,,,,0
1035,張懸,Solo / Group,,,,0
1036,于文文,Solo / Group,,,,0
1037,家家+茄子蛋,Solo / Group,,,,1
1038,溫昇豪,Solo / Group,,,,0
1039,譚詠麟,Solo / Group,,,,0
1040,邱芸子,Solo / Group,,,,0
1041,何超儀,Solo / Group,,,,0
1042,夏婉安,Solo / Group,,,,0
1043,陳百強,Solo / Group,,,,0
1044,王韻,Solo / Group,,,,0
1045,甄妮,Solo / Group,,,,0
1046,張柏芝,Solo / Group,,,,0
1047,DAPUN大胖+陳思函,Solo / Group,,,,0
1048,陳嘉樺Ella,Solo / Group,,,,0
1049,林佳儀,Solo / Group,,,,0
1050,莊鵑瑛,Solo / Group,,,,0
1051,商潮,Solo / Group,,,,0
1052,黃乙玲,Solo / Group,,,,0
1053,方思凡,Solo / Group,,,,0
1054,周華健+李度,Solo / Group,,,,0
1055,一隻白羊,Solo / Group,,,,0
1056,蔡佳瑩,Solo / Group,,,,0
1057,邱金倫,Solo / Group,,,,0
1058,沐婷,Solo / Group,,,,0
1059,葉炫清,Solo / Group,,,,0
1060,王菲,Solo / Group,,,,0
1061,Cd Voice,Solo / Group,,,,0
1062,黃千芳,Solo / Group,,,,0
1063,東來東往,Solo / Group,,,,0
1064,古巨基,Solo / Group,,,,0
1065,盧巧音,Solo / Group,,,,0
1066,陳大天,Solo / Group,,,,0
1067,Tizzy Bac,Solo / Group,,,,0
1068,閃亮三姊妹,Solo / Group,,,,0
1069,賀敬軒,Solo / Group,,,,0
1070,夢然,Solo / Group,,,,0
1071,小樂哥,Solo / Group,,,,0
1072,鼓鼓,Solo / Group,,,,0
1073,皮卡丘多多,Solo / Group,,,,0
1074,雙燕姐妹,Solo / Group,,,,0
1075,Hi.女孩,Solo / Group,,,,0
1076,徐佳瑩,Solo / Group,,,,0
1077,黃明志,Solo / Group,,,,0
1078,信樂團,Solo / Group,,,,0
1079,李明洋,Solo / Group,,,,0
1080,錢薇娟,Solo / Group,,,,0
1081,韓紅,Solo / Group,,,,0
1082,林奕匡,Solo / Group,,,,0
1083,黃春妹,Solo / Group,,,,0
1084,劉鳳瑤,Solo / Group,,,,0
1085,高向鵬+方怡萍,Solo / Group,,,,0
1086,陳曉娟,Solo / Group,,,,0
1087,黃明志+李佳薇,Solo / Group,,,,0
1088,伊雪莉,Solo / Group,,,,0
1089,侯澤潤,Solo / Group,,,,0
1090,阿禹ayy,Solo / Group,,,,0
1091,張雨生,Solo / Group,,,,0
1092,蔡小虎,Solo / Group,,,,0
1093,姚莉,Solo / Group,,,,0
1094,獅子,Solo / Group,,,,0
1095,田心蕾,Solo / Group,,,,0
1096,陳凡騏,Solo / Group,,,,0
1097,玩聲樂團,Solo / Group,,,,0
1098,謝宜君,Solo / Group,,,,0
1099,艾怡良,Solo / Group,,,,0
1100,熊寶貝樂團,Solo / Group,,,,0
1101,方怡萍,Solo / Group,,,,0
1102,Boxing樂團,Solo / Group,,,,0
1103,劉傑洛,Solo / Group,,,,0
1104,郭忠祐+曹雅雯,Solo / Group,,,,0
1105,鄭進一+澎恰恰+許效舜,Solo / Group,,,,0
1106,Marz23+Faye 詹雯婷,Solo / Group,,,,0
1107,黃小琥,Solo / Group,,,,0
1108,保劍鋒+李智楠,Solo / Group,,,,0
1109,蕭煌奇,Solo / Group,,,,0
1110,邱琦雯,Solo / Group,,,,0
1111,張艾莉,Solo / Group,,,,0
1112,梁一貞,Solo / Group,,,,0
1113,方順吉,Solo / Group,,,,0
1114,王一一,Solo / Group,,,,0
1115,鍾鎮濤,Solo / Group,,,,0
1116,李英宏,Solo / Group,,,,0
1117,孔蘭薰,Solo / Group,,,,0
1118,謝安琪,Solo / Group,,,,0
1119,藍心湄,Solo / Group,,,,0
1120,賴慧如,Solo / Group,,,,0
1121,陳德容,Solo / Group,,,,0
1122,那對夫妻,Solo / Group,,,,0
1123,黃玠瑋,Solo / Group,,,,0
1124,丁芙妮,Solo / Group,,,,0
1125,劉惜君,Solo / Group,,,,0
1126,成方圓,Solo / Group,,,,0
1127,陳嘉唯,Solo / Group,,,,0
1128,無印良品,Solo / Group,,,,0
1129,K One+Ivy,Solo / Group,,,,0
1130,何韻詩,Solo / Group,,,,0
1131,黃明志+胡光孝,Solo / Group,,,,0
1132,吳勇濱,Solo / Group,,,,0
1133,向蕙玲,Solo / Group,,,,0
1134,一綾+周慧璇,Solo / Group,,,,0
1135,成龍,Solo / Group,,,,0
1136,陳隨意+謝宜君,Solo / Group,,,,0
1137,李翊君,Solo / Group,,,,0
1138,阿YueYue+戾格,Solo / Group,,,,0
1139,陳衣宸,Solo / Group,,,,0
1140,楊培安,Solo / Group,,,,0
1141,蔣卓嘉,Solo / Group,,,,0
1142,葉里,Solo / Group,,,,0
1143,許嵩+,Solo / Group,,,,0
1144,蚊子+筱瞳,Solo / Group,,,,0
1145,張語噥,Solo / Group,,,,0
1146,李明洋+戴佩蓉,Solo / Group,,,,0
1147,李正帆+趙詠華,Solo / Group,,,,0
1148,陳倩倩,Solo / Group,,,,0
1149,文峰,Solo / Group,,,,0
1150,曾子嵐,Solo / Group,,,,0
1151,一綾,Solo / Group,,,,0
1152,嘿人李逵Noisemakers+薯片啾啾,Solo / Group,,,,0
1153,林以樂,Solo / Group,,,,0
1154,豆包,Solo / Group,,,,0
1155,柯有倫+汪小敏,Solo / Group,,,,0
1156,大泉逸郎,Solo / Group,,,,0
1157,孫毅然,Solo / Group,,,,0
1158,周豔泓,Solo / Group,,,,0
1159,陳蘿莉,Solo / Group,,,,0
1160,小男孩樂團,Solo / Group,,,,0
1161,陳盈潔,Solo / Group,,,,0
1162,芮恩,Solo / Group,,,,0
1163,熊海玲,Solo / Group,,,,0
1164,林良歡,Solo / Group,,,,0
1165,洪文斌,Solo / Group,,,,0
1166,吳汶芳,Solo / Group,,,,0
1167,徐帆,Solo / Group,,,,0
1168,何潔,Solo / Group,,,,0
1169,紅布條+李悅君,Solo / Group,,,,0
1170,付俊樂,Solo / Group,,,,0
1171,韓磊,Solo / Group,,,,0
1172,伍思凱,Solo / Group,,,,0
1173,cici_,Solo / Group,,,,0
1174,洪佩瑜,Solo / Group,,,,0
1175,飛石號,Solo / Group,,,,0
1176,江蕾,Solo / Group,,,,0
1177,白安,Solo / Group,,,,0
1178,李菲菲,Solo / Group,,,,0
1179,Neon,Solo / Group,,,,0
1180,Go Go Rise 美好前程,Solo / Group,,,,0
1181,王忻辰+夏提,Solo / Group,,,,0
1182,路嘉欣,Solo / Group,,,,0
1183,黃明志+王力宏,Solo / Group,,,,0
1184,阿爍,Solo / Group,,,,0
1185,關穎,Solo / Group,,,,0
1186,邱義鈞,Solo / Group,,,,0
1187,小松拓也,Solo / Group,,,,0
1188,李明洋+陳夏蓮,Solo / Group,,,,0
1189,于立成,Solo / Group,,,,0
1190,梅朵,Solo / Group,,,,0
1191,李國祥,Solo / Group,,,,0
1192,凡人二重唱,Solo / Group,,,,0
1193,魏如昀,Solo / Group,,,,0
1194,潘瑋柏+王珞丹,Solo / Group,,,,0
1195,告五人,Solo / Group,,,,0
1196,路有依,Solo / Group,,,,0
1197,宋冬野,Solo / Group,,,,0
1198,楊孝君,Solo / Group,,,,0
1199,高向鵬+林良歡+唐儷,Solo / Group,,,,0
1200,永邦,Solo / Group,,,,0
1201,蕭亞軒,Solo / Group,,,,0
1202,洪榮宏+張瀞云,Solo / Group,,,,0
1203,FS,Solo / Group,,,,0
1204,吳俊宏+朱海君,Solo / Group,,,,0
1205,卓義峰,Solo / Group,,,,0
1206,晨熙,Solo / Group,,,,0
1207,榮忠豪,Solo / Group,,,,0
1208,艾薇,Solo / Group,,,,0
1209,黃湘怡,Solo / Group,,,,0
1210,蘇星婕+吳瑭,Solo / Group,,,,0
1211,龍飄飄,Solo / Group,,,,0
1212,陳立農,Solo / Group,,,,0
1213,石康軍,Solo / Group,,,,0
1214,洋瀾一,Solo / Group,,,,0
1215,陳國華,Solo / Group,,,,0
1216,林玉英,Solo / Group,,,,0
1217,翁立友+瑋瑋,Solo / Group,,,,0
1218,林心如,Solo / Group,,,,2
1219,良一+云曼,Solo / Group,,,,0
1220,キム・ヨンジャ,Solo / Group,,,,0
1221,PlayBigKids,Solo / Group,,,,0
1222,金田たつえ,Solo / Group,,,,0
1223,柯較瘦,Solo / Group,,,,0
1224,近江俊郎,Solo / Group,,,,0
1225,陳浩民,Solo / Group,,,,0
1226,玖壹壹+Matzka,Solo / Group,,,,0
1227,唐磊,Solo / Group,,,,0
1228,謝雷+張琪,Solo / Group,,,,0
1229,許志安+張學友+鄭中基,Solo / Group,,,,0
1230,吳俊宏+張秀卿,Solo / Group,,,,0
1231,傅夢彤,Solo / Group,,,,0
1232,張鳳鳳,Solo / Group,,,,0
1233,楊哲,Solo / Group,,,,0
1234,黃文星,Solo / Group,,,,0
1235,周韋杰+蔡義德,Solo / Group,,,,0
1236,紫君,Solo / Group,,,,0
1237,阿弟仔,Solo / Group,,,,0
1238,張馥桂+鄧詠家,Solo / Group,,,,0
1239,張三李四,Solo / Group,,,,0
1240,靜物樂團,Solo / Group,,,,0
1241,陳婷婷,Solo / Group,,,,0
1242,孫建平,Solo / Group,,,,0
1243,北島三郎,Solo / Group,,,,0
1244,大小姐+卜學亮,Solo / Group,,,,0
1245,周華容,Solo / Group,,,,0
1246,張艾嘉,Solo / Group,,,,0
1247,李心潔,Solo / Group,,,,0
1248,光良+衛蘭,Solo / Group,,,,0
1249,辛曉琪,Solo / Group,,,,0
1250,光良,Solo / Group,,,,0
1251,夏國星,Solo / Group,,,,0
1252,傲七爺,Solo / Group,,,,0
1253,胡夏,Solo / Group,,,,0
1254,阿牛,Solo / Group,,,,0
1255,陳明憙,Solo / Group,,,,0
1256,賀子玲,Solo / Group,,,,0
1257,Aioz,Solo / Group,,,,0
1258,王心如+大嘴巴,Solo / Group,,,,0
1259,魚兒七,Solo / Group,,,,0
1260,葉秉桓,Solo / Group,,,,0
1261,杜治民,Solo / Group,,,,0
1262,晨悠,Solo / Group,,,,0
1263,陳粒,Solo / Group,,,,0
1264,甘璐,Solo / Group,,,,0
1265,秋褲大叔,Solo / Group,,,,0
